Category,City,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Order Year,Order Month
Office Supplies,Richmond,Dave Hallsten,Newell,2013-11-21,CA-2011-102274,40475,Newell 322,South,Corporate,2013-11-26,Standard Class,Kentucky,Art,0.00,1.00,0.27,3,5.00,2013,11
Office Supplies,San Francisco,Georgia Rosenberg,Xerox,2013-11-21,CA-2011-103401,94110,Xerox 211,West,Corporate,2013-11-26,Standard Class,California,Paper,0.00,6.00,0.48,2,13.00,2013,11
Office Supplies,Dallas,Jason Klamczynski,Poly,2013-11-21,US-2011-168501,75220,Poly String Tie Envelopes,Central,Corporate,2013-11-27,Standard Class,Texas,Envelopes,0.20,1.00,0.34,1,2.00,2013,11
Technology,Dallas,Jason Klamczynski,RCA,2013-11-21,US-2011-168501,75220,RCA Visys Integrated PBX 8-Line Router,Central,Corporate,2013-11-27,Standard Class,Texas,Phones,0.20,17.00,0.06,5,268.00,2013,11
Office Supplies,San Francisco,Steve Carroll,TOPS,2013-11-21,CA-2011-154781,94110,Tops Wirebound Message Log Books,West,Home Office,2013-11-26,Standard Class,California,Paper,0.00,3.00,0.46,2,7.00,2013,11
Technology,San Francisco,Steve Carroll,Kensington,2013-11-21,CA-2011-154781,94110,Kensington Expert Mouse Optical USB Trackball for PC or Mac,West,Home Office,2013-11-26,Standard Class,California,Accessories,0.00,28.00,0.30,1,95.00,2013,11
Office Supplies,Columbus,Ruben Ausman,Other,2013-11-22,CA-2011-129091,31907,Fashion Color Clasp Envelopes,South,Corporate,2013-11-27,Standard Class,Georgia,Envelopes,0.00,8.00,0.49,3,16.00,2013,11
Office Supplies,Columbus,Ruben Ausman,GBC,2013-11-22,CA-2011-129091,31907,GBC ProClick Punch Binding System,South,Corporate,2013-11-27,Standard Class,Georgia,Binders,0.00,157.00,0.49,5,320.00,2013,11
Office Supplies,Columbus,Ruben Ausman,Staple envelope,2013-11-22,CA-2011-129091,31907,Staple envelope,South,Corporate,2013-11-27,Standard Class,Georgia,Envelopes,0.00,5.00,0.47,2,11.00,2013,11
Office Supplies,Columbus,Ruben Ausman,Other,2013-11-22,CA-2011-129091,31907,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,South,Corporate,2013-11-27,Standard Class,Georgia,Appliances,0.00,290.00,0.43,3,675.00,2013,11
Office Supplies,Pasadena,Evan Henry,Wilson Jones,2013-11-22,CA-2011-105340,77506,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Consumer,2013-11-25,First Class,Texas,Binders,0.80,-11.00,-1.60,1,7.00,2013,11
Office Supplies,Bolingbrook,Tony Chapman,Avery,2013-11-22,US-2011-112200,60440,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Central,Home Office,2013-11-28,Standard Class,Illinois,Binders,0.80,-16.00,-1.65,5,10.00,2013,11
Office Supplies,Los Angeles,Susan Pistek,Xerox,2013-11-22,CA-2011-135090,90036,Xerox 1895,West,Consumer,2013-11-26,Standard Class,California,Paper,0.00,24.00,0.45,9,54.00,2013,11
Office Supplies,Atlanta,Robert Barroso,Hammermil,2013-11-22,CA-2011-125682,30318,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),South,Corporate,2013-11-25,First Class,Georgia,Paper,0.00,5.00,0.49,2,10.00,2013,11
Furniture,Los Angeles,Sanjit Chand,Novimex,2013-11-23,US-2011-157385,90004,Novimex Swivel Fabric Task Chair,West,Consumer,2013-11-25,First Class,California,Chairs,0.20,-68.00,-0.11,5,604.00,2013,11
Office Supplies,Los Angeles,Sanjit Chand,Other,2013-11-23,US-2011-157385,90004,Pastel Pink Envelopes,West,Consumer,2013-11-25,First Class,California,Envelopes,0.00,10.00,0.48,3,22.00,2013,11
Technology,Los Angeles,Sanjit Chand,Belkin,2013-11-23,US-2011-157385,90004,Belkin F8E887 USB Wired Ergonomic Keyboard,West,Consumer,2013-11-25,First Class,California,Accessories,0.00,6.00,0.21,1,30.00,2013,11
Furniture,Los Angeles,Sanjit Chand,SAFCO,2013-11-23,US-2011-157385,90004,Safco Contoured Stacking Chairs,West,Consumer,2013-11-25,First Class,California,Chairs,0.20,24.00,0.06,2,381.00,2013,11
Office Supplies,Houston,Emily Ducich,Other,2013-11-23,CA-2011-110352,77036,Alphabetical Labels for Top Tab Filing,Central,Home Office,2013-11-29,Standard Class,Texas,Labels,0.20,9.00,0.38,2,24.00,2013,11
Furniture,Mesquite,Saphhira Shifley,Staple-based wall hangings,2013-11-23,CA-2011-120544,75150,Staple-based wall hangings,Central,Corporate,2013-11-27,Standard Class,Texas,Furnishings,0.60,-3.00,-0.40,2,6.00,2013,11
Office Supplies,Mesquite,Saphhira Shifley,Other,2013-11-23,CA-2011-120544,75150,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Central,Corporate,2013-11-27,Standard Class,Texas,Appliances,0.80,-87.00,-2.55,3,34.00,2013,11
Technology,Mesquite,Saphhira Shifley,Maxell,2013-11-23,CA-2011-120544,75150,Maxell 4.7GB DVD-R 5/Pack,Central,Corporate,2013-11-27,Standard Class,Texas,Accessories,0.20,2.00,0.30,7,6.00,2013,11
Office Supplies,Philadelphia,Phillip Breyer,Other,2013-11-23,CA-2011-149055,19134,Quality Park Security Envelopes,East,Corporate,2013-11-28,Standard Class,Pennsylvania,Envelopes,0.20,21.00,0.34,3,63.00,2013,11
Office Supplies,Scottsdale,Sally Matthias,Staple envelope,2013-11-23,CA-2011-159625,85254,Staple envelope,West,Consumer,2013-11-28,Standard Class,Arizona,Envelopes,0.20,9.00,0.38,3,23.00,2013,11
Furniture,Houston,Damala Kotsonis,Office Star,2013-11-23,US-2011-143721,77095,Office Star Flex Back Scooter Chair with White Frame,Central,Corporate,2013-11-26,Second Class,Texas,Chairs,0.30,-36.00,-0.23,2,155.00,2013,11
Office Supplies,Detroit,Bobby Trafton,Other,2013-11-23,CA-2011-139283,48227,UniKeep View Case Binders,Central,Consumer,2013-11-27,Standard Class,Michigan,Binders,0.00,7.00,0.46,3,15.00,2013,11
Office Supplies,Cincinnati,Nathan Gelder,Crayola,2013-11-24,CA-2011-115973,45231,Crayola Colored Pencils,East,Consumer,2013-11-26,First Class,Ohio,Art,0.20,0.00,0.16,1,3.00,2013,11
Furniture,San Diego,Vivek Gonzalez,Eldon,2013-11-24,CA-2011-158540,92037,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",West,Consumer,2013-11-26,First Class,California,Furnishings,0.00,27.00,0.18,4,152.00,2013,11
Office Supplies,Seattle,Harold Ryan,Other,2013-11-24,CA-2011-127131,98103,Peel & Stick Add-On Corner Pockets,West,Corporate,2013-11-30,Standard Class,Washington,Binders,0.20,4.00,0.35,7,12.00,2013,11
Office Supplies,Seattle,Harold Ryan,Carina,2013-11-24,CA-2011-127131,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Corporate,2013-11-30,Standard Class,Washington,Storage,0.00,10.00,0.02,6,486.00,2013,11
Office Supplies,Seattle,Harold Ryan,Xerox,2013-11-24,CA-2011-127131,98103,Xerox 220,West,Corporate,2013-11-30,Standard Class,Washington,Paper,0.00,12.00,0.48,4,26.00,2013,11
Office Supplies,Seattle,Harold Ryan,Other,2013-11-24,CA-2011-127131,98103,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",West,Corporate,2013-11-30,Standard Class,Washington,Storage,0.00,53.00,0.27,2,198.00,2013,11
Technology,Saint Louis,Richard Bierner,Memorex,2013-11-24,CA-2011-167360,63116,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Central,Consumer,2013-11-29,Second Class,Missouri,Accessories,0.00,44.00,0.39,7,112.00,2013,11
Furniture,Sacramento,Erica Hackney,Global,2013-11-24,CA-2011-102295,95823,"Global Leather & Oak Executive Chair, Burgundy",West,Consumer,2013-11-26,Second Class,California,Chairs,0.20,-18.00,-0.15,1,121.00,2013,11
Technology,Columbus,Muhammed Yedwab,Samsung,2013-11-24,CA-2011-105984,43229,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),East,Corporate,2013-11-24,Same Day,Ohio,Phones,0.40,-210.00,-0.20,5,1050.00,2013,11
Furniture,Columbus,Muhammed Yedwab,Global,2013-11-24,CA-2011-105984,43229,Global Executive Mid-Back Manager's Chair,East,Corporate,2013-11-24,Same Day,Ohio,Chairs,0.30,-35.00,-0.06,3,611.00,2013,11
Office Supplies,Chicago,Darren Koutras,Fellowes,2013-11-24,CA-2011-163034,60610,Fellowes Super Stor/Drawer Files,Central,Consumer,2013-11-28,Standard Class,Illinois,Storage,0.20,-8.00,-0.01,5,646.00,2013,11
Furniture,Toledo,Thea Hendricks,Eldon,2013-11-24,CA-2011-153850,43615,"Eldon 200 Class Desk Accessories, Burgundy",East,Consumer,2013-11-29,Standard Class,Ohio,Furnishings,0.20,10.00,0.28,7,35.00,2013,11
Technology,Toledo,Thea Hendricks,Samsung,2013-11-24,CA-2011-153850,43615,Samsung Galaxy S4,East,Consumer,2013-11-29,Standard Class,Ohio,Phones,0.40,-250.00,-0.17,4,1502.00,2013,11
Office Supplies,Jackson,Nat Gilpin,Hunt,2013-11-24,CA-2011-100762,49201,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Corporate,2013-11-29,Standard Class,Michigan,Art,0.00,46.00,0.30,4,152.00,2013,11
Office Supplies,Jackson,Nat Gilpin,Other,2013-11-24,CA-2011-100762,49201,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Central,Corporate,2013-11-29,Standard Class,Michigan,Labels,0.00,96.00,0.49,2,197.00,2013,11
Office Supplies,Jackson,Nat Gilpin,Xerox,2013-11-24,CA-2011-100762,49201,Xerox 1885,Central,Corporate,2013-11-29,Standard Class,Michigan,Paper,0.00,69.00,0.48,3,144.00,2013,11
Office Supplies,Jackson,Nat Gilpin,Adams,2013-11-24,CA-2011-100762,49201,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,Corporate,2013-11-29,Standard Class,Michigan,Paper,0.00,8.00,0.50,2,16.00,2013,11
Furniture,Virginia Beach,Harold Pawlan,Executive Impressions,2013-11-24,CA-2011-122217,23464,"Executive Impressions 14""",South,Home Office,2013-11-29,Standard Class,Virginia,Furnishings,0.00,49.00,0.44,5,111.00,2013,11
Office Supplies,Akron,Alyssa Tate,Acco,2013-11-24,CA-2011-111360,44312,Acco Expandable Hanging Binders,East,Home Office,2013-11-30,Standard Class,Ohio,Binders,0.70,-5.00,-0.80,3,6.00,2013,11
Office Supplies,Brentwood,Laurel Workman,Belkin,2013-11-25,CA-2011-164721,94513,Belkin F9G930V10-GRY 9 Outlet Surge,West,Corporate,2013-11-27,Second Class,California,Appliances,0.00,93.00,0.29,6,321.00,2013,11
Furniture,Brentwood,Laurel Workman,Staple-based wall hangings,2013-11-25,CA-2011-164721,94513,Staple-based wall hangings,West,Corporate,2013-11-27,Second Class,California,Furnishings,0.00,11.00,0.44,3,24.00,2013,11
Office Supplies,Brentwood,Laurel Workman,Wirebound,2013-11-25,CA-2011-164721,94513,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",West,Corporate,2013-11-27,Second Class,California,Paper,0.00,12.00,0.46,4,27.00,2013,11
Technology,Arlington,Matt Collister,KeyTronic,2013-11-25,CA-2011-127446,76017,KeyTronic KT400U2 - Keyboard - Black,Central,Corporate,2013-11-30,Standard Class,Texas,Accessories,0.20,0.00,0.00,3,25.00,2013,11
Office Supplies,Arlington,Matt Collister,Avery,2013-11-25,CA-2011-127446,76017,Avery 520,Central,Corporate,2013-11-30,Standard Class,Texas,Labels,0.20,1.00,0.35,1,3.00,2013,11
Furniture,Arlington,Matt Collister,Bretford,2013-11-25,CA-2011-127446,76017,Bretford CR4500 Series Slim Rectangular Table,Central,Corporate,2013-11-30,Standard Class,Texas,Tables,0.30,-122.00,-0.10,5,1219.00,2013,11
Office Supplies,Arlington,Matt Collister,Avery,2013-11-25,CA-2011-127446,76017,Avery 52,Central,Corporate,2013-11-30,Standard Class,Texas,Labels,0.20,2.00,0.34,2,6.00,2013,11
Office Supplies,Arlington,Matt Collister,Southworth,2013-11-25,CA-2011-127446,76017,Southworth 25% Cotton Granite Paper & Envelopes,Central,Corporate,2013-11-30,Standard Class,Texas,Paper,0.20,5.00,0.33,3,16.00,2013,11
Furniture,Arlington,Matt Collister,Master Caster,2013-11-25,CA-2011-127446,76017,"Master Caster Door Stop, Brown",Central,Corporate,2013-11-30,Standard Class,Texas,Furnishings,0.60,-4.00,-0.65,3,6.00,2013,11
Furniture,Woonsocket,Andy Reiter,DAX,2013-11-25,CA-2011-122588,2895,DAX Black Cherry Wood-Tone Poster Frame,East,Consumer,2013-11-27,Second Class,Rhode Island,Furnishings,0.00,20.00,0.38,2,53.00,2013,11
Office Supplies,New York City,Mike Pelletier,Tennsco,2013-11-25,CA-2011-119151,10009,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",East,Home Office,2013-11-29,Second Class,New York,Storage,0.00,56.00,0.05,4,1118.00,2013,11
Furniture,New York City,Mike Pelletier,Sauder,2013-11-25,CA-2011-119151,10009,"Sauder Camden County Collection Libraries, Planked Cherry Finish",East,Home Office,2013-11-29,Second Class,New York,Bookcases,0.20,-38.00,-0.14,3,276.00,2013,11
Office Supplies,Springfield,Sanjit Engle,Dixon,2013-11-25,US-2011-107993,97477,Dixon Ticonderoga Core-Lock Colored Pencils,West,Consumer,2013-11-30,Standard Class,Oregon,Art,0.20,8.00,0.16,7,51.00,2013,11
Technology,Los Angeles,Richard Bierner,Logitech,2013-11-25,US-2011-144078,90004,Logitech Mobile Speakerphone P710e - speaker phone,West,Consumer,2013-11-29,Standard Class,California,Phones,0.20,47.00,0.09,5,540.00,2013,11
Furniture,Los Angeles,Richard Bierner,Hon,2013-11-25,US-2011-144078,90004,Hon GuestStacker Chair,West,Consumer,2013-11-29,Standard Class,California,Chairs,0.20,54.00,0.08,4,725.00,2013,11
Office Supplies,Los Angeles,Richard Bierner,Staples in misc. colors,2013-11-25,US-2011-144078,90004,Staples in misc. colors,West,Consumer,2013-11-29,Standard Class,California,Art,0.00,3.00,0.35,3,7.00,2013,11
Furniture,Houston,Joel Eaton,Eldon,2013-11-26,US-2011-147606,77070,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Central,Consumer,2013-12-01,Second Class,Texas,Furnishings,0.60,-14.00,-0.75,5,19.00,2013,11
Office Supplies,Tigard,Natalie Webber,Xerox,2013-11-26,CA-2011-168984,97224,Xerox 2,West,Consumer,2013-12-02,Standard Class,Oregon,Paper,0.20,5.00,0.35,3,16.00,2013,11
Office Supplies,Tigard,Natalie Webber,Office Impressions,2013-11-26,CA-2011-168984,97224,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,West,Consumer,2013-12-02,Standard Class,Oregon,Storage,0.20,-167.00,-0.25,5,669.00,2013,11
Technology,Tigard,Natalie Webber,Jawbone,2013-11-26,CA-2011-168984,97224,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,Consumer,2013-12-02,Standard Class,Oregon,Phones,0.20,-88.00,-0.20,4,438.00,2013,11
Office Supplies,San Francisco,Lindsay Shagiari,Xerox,2013-11-26,US-2011-147648,94109,Xerox 1893,West,Home Office,2013-12-01,Standard Class,California,Paper,0.00,40.00,0.49,2,82.00,2013,11
Technology,Utica,Lynn Smith,Clearsounds,2013-11-26,CA-2011-124730,13501,ClearSounds CSC500 Amplified Spirit Phone Corded phone,East,Consumer,2013-11-26,Same Day,New York,Phones,0.00,78.00,0.28,4,280.00,2013,11
Office Supplies,Utica,Lynn Smith,Acco,2013-11-26,CA-2011-124730,13501,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Consumer,2013-11-26,Same Day,New York,Binders,0.20,5.00,0.36,3,13.00,2013,11
Office Supplies,Utica,Lynn Smith,Pressboard,2013-11-26,CA-2011-124730,13501,Pressboard Data Binders by Wilson Jones,East,Consumer,2013-11-26,Same Day,New York,Binders,0.20,6.00,0.34,4,17.00,2013,11
Office Supplies,Utica,Lynn Smith,Avery,2013-11-26,CA-2011-124730,13501,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",East,Consumer,2013-11-26,Same Day,New York,Labels,0.00,45.00,0.48,9,93.00,2013,11
Office Supplies,Utica,Lynn Smith,Avery,2013-11-26,CA-2011-124730,13501,Avery File Folder Labels,East,Consumer,2013-11-26,Same Day,New York,Labels,0.00,6.00,0.49,4,12.00,2013,11
Office Supplies,Fresno,Luke Schmidt,Wilson Jones,2013-11-26,CA-2011-141110,93727,Wilson Jones Easy Flow II Sheet Lifters,West,Corporate,2013-12-01,Standard Class,California,Binders,0.20,2.00,0.35,3,4.00,2013,11
Office Supplies,Fresno,Luke Schmidt,Xerox,2013-11-26,CA-2011-141110,93727,Xerox 1970,West,Corporate,2013-12-01,Standard Class,California,Paper,0.00,7.00,0.47,3,15.00,2013,11
Office Supplies,Fresno,Luke Schmidt,Fellowes,2013-11-26,CA-2011-141110,93727,Fellowes Mighty 8 Compact Surge Protector,West,Corporate,2013-12-01,Standard Class,California,Appliances,0.00,11.00,0.28,2,41.00,2013,11
Office Supplies,Fresno,Luke Schmidt,Other,2013-11-26,CA-2011-141110,93727,SpineVue Locking Slant-D Ring Binders by Cardinal,West,Corporate,2013-12-01,Standard Class,California,Binders,0.20,3.00,0.35,1,7.00,2013,11
Office Supplies,New York City,Maxwell Schwartz,Other,2013-11-27,CA-2011-119032,10035,Staples,East,Consumer,2013-12-03,Standard Class,New York,Fasteners,0.00,1.00,0.35,2,4.00,2013,11
Furniture,Buffalo,Jack O'Briant,Eldon,2013-11-27,CA-2011-167486,14215,Eldon Radial Chair Mat for Low to Medium Pile Carpets,East,Corporate,2013-12-01,Standard Class,New York,Furnishings,0.00,40.00,0.20,5,200.00,2013,11
Office Supplies,Montgomery,Bart Folk,Newell,2013-11-28,CA-2011-163013,36116,Newell 331,South,Consumer,2013-12-04,Standard Class,Alabama,Art,0.00,4.00,0.27,3,15.00,2013,11
Office Supplies,Freeport,Mary O'Rourke,GBC,2013-11-28,CA-2011-121167,11520,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",East,Consumer,2013-11-30,Second Class,New York,Binders,0.20,6.00,0.35,2,17.00,2013,11
Furniture,Columbia,Chris Selesnick,Eldon,2013-11-28,CA-2011-101560,29203,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,South,Corporate,2013-12-01,Second Class,South Carolina,Furnishings,0.00,44.00,0.11,5,398.00,2013,11
Office Supplies,Columbia,Chris Selesnick,Xerox,2013-11-28,CA-2011-101560,29203,Xerox 1933,South,Corporate,2013-12-01,Second Class,South Carolina,Paper,0.00,40.00,0.47,7,86.00,2013,11
Office Supplies,Columbia,Chris Selesnick,Crayola,2013-11-28,CA-2011-101560,29203,Crayola Colored Pencils,South,Corporate,2013-12-01,Second Class,South Carolina,Art,0.00,4.00,0.33,4,13.00,2013,11
Office Supplies,Columbia,Chris Selesnick,GBC,2013-11-28,CA-2011-101560,29203,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,2013-12-01,Second Class,South Carolina,Binders,0.00,22.00,0.49,3,46.00,2013,11
Office Supplies,San Francisco,Duane Huffman,Staple remover,2013-11-28,CA-2011-105249,94122,Staple remover,West,Home Office,2013-11-28,Same Day,California,Supplies,0.00,0.00,0.02,2,7.00,2013,11
Office Supplies,San Francisco,Duane Huffman,Avery,2013-11-28,CA-2011-105249,94122,Avery 489,West,Home Office,2013-11-28,Same Day,California,Labels,0.00,20.00,0.48,4,41.00,2013,11
Furniture,San Francisco,Duane Huffman,Sauder,2013-11-28,CA-2011-105249,94122,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",West,Home Office,2013-11-28,Same Day,California,Bookcases,0.15,-5.00,-0.01,4,411.00,2013,11
Office Supplies,San Francisco,Sheri Gordon,Acco,2013-11-28,CA-2011-159800,94109,Acco 6 Outlet Guardian Premium Surge Suppressor,West,Consumer,2013-12-01,First Class,California,Appliances,0.00,12.00,0.27,3,44.00,2013,11
Technology,San Francisco,Sheri Gordon,Other,2013-11-28,CA-2011-159800,94109,Micropad Numeric Keypads,West,Consumer,2013-12-01,First Class,California,Accessories,0.00,35.00,0.25,7,140.00,2013,11
Technology,Houston,Brian Thompson,Other,2013-11-28,CA-2011-121629,77041,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Central,Consumer,2013-12-02,Standard Class,Texas,Machines,0.40,-200.00,-0.20,5,999.00,2013,11
Office Supplies,Richmond,Matthew Clasen,Other,2013-11-28,US-2011-120145,47374,Laser & Ink Jet Business Envelopes,Central,Corporate,2013-12-03,Standard Class,Indiana,Envelopes,0.00,29.00,0.46,6,64.00,2013,11
Office Supplies,Philadelphia,Corey-Lock,Avery,2013-11-29,CA-2011-136280,19143,Avery 488,East,Consumer,2013-12-06,Standard Class,Pennsylvania,Labels,0.20,2.00,0.35,2,5.00,2013,11
Office Supplies,Skokie,Bill Stewart,Other,2013-11-29,US-2011-134712,60076,Staples,Central,Corporate,2013-12-04,Standard Class,Illinois,Fasteners,0.20,4.00,0.31,2,13.00,2013,11
Technology,San Francisco,Alan Hwang,Other,2013-11-29,CA-2011-153983,94122,Wilson SignalBoost 841262 DB PRO Amplifier Kit,West,Consumer,2013-12-06,Standard Class,California,Phones,0.20,72.00,0.13,2,576.00,2013,11
Office Supplies,San Francisco,Alan Hwang,Other,2013-11-29,CA-2011-153983,94122,Staples,West,Consumer,2013-12-06,Standard Class,California,Fasteners,0.00,15.00,0.50,5,30.00,2013,11
Office Supplies,New York City,Philip Brown,Avery,2013-11-29,US-2011-111353,10009,Avery 485,East,Consumer,2013-12-06,Standard Class,New York,Labels,0.00,12.00,0.47,2,25.00,2013,11
Office Supplies,Mount Vernon,Jeremy Lonsdale,Other,2013-11-30,CA-2011-103590,10550,Park Ridge Embossed Executive Business Envelopes,East,Consumer,2013-12-04,Standard Class,New York,Envelopes,0.00,29.00,0.47,4,62.00,2013,11
Office Supplies,Orlando,Randy Ferguson,Avery,2013-11-30,CA-2011-148425,32839,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",South,Corporate,2013-12-04,Standard Class,Florida,Binders,0.70,-4.00,-0.67,9,7.00,2013,11
Office Supplies,Avondale,Philip Brown,Acme,2013-11-30,CA-2011-146843,85323,Acme Office Executive Series Stainless Steel Trimmers,West,Consumer,2013-12-06,Standard Class,Arizona,Supplies,0.20,4.00,0.08,7,48.00,2013,11
Technology,Avondale,Philip Brown,Memorex,2013-11-30,CA-2011-146843,85323,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",West,Consumer,2013-12-06,Standard Class,Arizona,Accessories,0.20,-17.00,-0.16,4,102.00,2013,11
Furniture,Madison,Resi Pölking,Office Star,2013-12-01,CA-2011-120474,53711,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Central,Consumer,2013-12-03,First Class,Wisconsin,Chairs,0.00,674.00,0.24,8,2808.00,2013,12
Office Supplies,Madison,Resi Pölking,Hunt,2013-12-01,CA-2011-120474,53711,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Central,Consumer,2013-12-03,First Class,Wisconsin,Art,0.00,13.00,0.27,4,47.00,2013,12
Furniture,San Francisco,Toby Ritter,Other,2013-12-01,CA-2011-131051,94122,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",West,Consumer,2013-12-05,Standard Class,California,Furnishings,0.00,29.00,0.49,3,58.00,2013,12
Technology,Jacksonville,Toby Braunhardt,Other,2013-12-01,CA-2011-131527,28540,"BlueLounge Milo Smartphone Stand, White/Metallic",South,Consumer,2013-12-07,Standard Class,North Carolina,Phones,0.20,10.00,0.10,4,96.00,2013,12
Technology,Columbus,Joe Kamberova,Sharp,2013-12-01,CA-2011-150798,43229,Sharp 1540cs Digital Laser Copier,East,Consumer,2013-12-03,Second Class,Ohio,Copiers,0.40,110.00,0.17,2,660.00,2013,12
Furniture,Columbus,Joe Kamberova,Master Caster,2013-12-01,CA-2011-150798,43229,"Master Caster Door Stop, Brown",East,Consumer,2013-12-03,Second Class,Ohio,Furnishings,0.20,1.00,0.18,2,8.00,2013,12
Office Supplies,Columbus,Joe Kamberova,Xerox,2013-12-01,CA-2011-150798,43229,Xerox 214,East,Consumer,2013-12-03,Second Class,Ohio,Paper,0.20,13.00,0.35,7,36.00,2013,12
Furniture,Columbus,Joe Kamberova,Hon,2013-12-01,CA-2011-150798,43229,Hon Multipurpose Stacking Arm Chairs,East,Consumer,2013-12-03,Second Class,Ohio,Chairs,0.30,-52.00,-0.06,6,910.00,2013,12
Furniture,Houston,Matt Connell,Hon,2013-12-01,US-2011-161613,77070,Hon 4070 Series Pagoda Round Back Stacking Chairs,Central,Corporate,2013-12-03,Second Class,Texas,Chairs,0.30,-19.00,-0.03,3,674.00,2013,12
Technology,Lowell,Anna Andreadi,Cisco,2013-12-01,CA-2011-143210,1852,Cisco IP Phone 7961G VoIP phone - Dark gray,East,Consumer,2013-12-03,First Class,Massachusetts,Phones,0.00,79.00,0.29,2,272.00,2013,12
Furniture,Lowell,Anna Andreadi,Linden,2013-12-01,CA-2011-143210,1852,"Linden 10"" Round Wall Clock, Black",East,Consumer,2013-12-03,First Class,Massachusetts,Furnishings,0.00,16.00,0.34,3,46.00,2013,12
Furniture,Lowell,Anna Andreadi,Ultra,2013-12-01,CA-2011-143210,1852,Ultra Door Push Plate,East,Consumer,2013-12-03,First Class,Massachusetts,Furnishings,0.00,3.00,0.33,2,10.00,2013,12
Technology,New York City,David Philippe,Logitech,2013-12-02,CA-2011-112158,10035,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,East,Consumer,2013-12-04,First Class,New York,Accessories,0.00,53.00,0.44,4,120.00,2013,12
Furniture,New York City,David Philippe,O'Sullivan,2013-12-02,CA-2011-112158,10035,O'Sullivan Living Dimensions 5-Shelf Bookcases,East,Consumer,2013-12-04,First Class,New York,Bookcases,0.20,-110.00,-0.13,5,884.00,2013,12
Office Supplies,New York City,David Philippe,Angle-D,2013-12-02,CA-2011-112158,10035,"Angle-D Binders with Locking Rings, Label Holders",East,Consumer,2013-12-04,First Class,New York,Binders,0.20,16.00,0.34,8,47.00,2013,12
Furniture,Corpus Christi,Michael Dominguez,Deflect-o,2013-12-02,US-2011-117744,78415,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Central,Corporate,2013-12-06,Standard Class,Texas,Furnishings,0.60,-25.00,-0.43,5,58.00,2013,12
Office Supplies,Corpus Christi,Michael Dominguez,Newell,2013-12-02,US-2011-117744,78415,Newell 343,Central,Corporate,2013-12-06,Standard Class,Texas,Art,0.20,1.00,0.09,7,16.00,2013,12
Furniture,Corpus Christi,Michael Dominguez,Other,2013-12-02,US-2011-117744,78415,12-1/2 Diameter Round Wall Clock,Central,Corporate,2013-12-06,Standard Class,Texas,Furnishings,0.60,-24.00,-0.60,5,40.00,2013,12
Technology,Columbus,Katherine Nockton,Imation,2013-12-02,CA-2011-132864,43229,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,East,Corporate,2013-12-07,Standard Class,Ohio,Accessories,0.20,30.00,0.25,5,120.00,2013,12
Office Supplies,Chicago,Matt Collins,Staple holder,2013-12-02,CA-2011-101147,60623,Staple holder,Central,Consumer,2013-12-04,First Class,Illinois,Appliances,0.80,-6.00,-2.65,1,2.00,2013,12
